time,position,x,y,z
37.0,0.0,0.002301913027069048,7.602776930706898,0.004031017286228228
37.0,1.0169491525423728,0.002301913027069346,7.602776930706901,0.004031017286228246
37.0,2.0338983050847457,0.0023019130270693178,7.602776930706886,0.004031017286228242
37.0,3.0508474576271185,0.002301913027069447,7.602776930706883,0.004031017286228219
37.0,4.067796610169491,0.002301913027069444,7.602776930706897,0.004031017286228269
37.0,5.084745762711864,0.002301913027069188,7.60277693070692,0.004031017286228263
37.0,6.101694915254237,0.002301913027068761,7.602776930706923,0.00403101728622823
37.0,7.11864406779661,0.0023019130270690285,7.602776930706931,0.004031017286228277
37.0,8.135593220338983,0.0023019130270692315,7.602776930706927,0.004031017286228258
37.0,9.152542372881356,0.0023019130270693815,7.6027769307069155,0.0040310172862282325
37.0,10.169491525423728,0.002301913027068951,7.602776930706897,0.004031017286228224
37.0,11.1864406779661,0.0023019130270694912,7.602776930706856,0.004031017286228221
37.0,12.203389830508474,0.0023019130270695368,7.602776930706527,0.004031017286228096
37.0,13.220338983050848,0.002301913027069605,7.602776930702269,0.004031017286226357
37.0,14.23728813559322,0.002301913027071735,7.602776930652573,0.004031017286206205
37.0,15.254237288135592,0.0023019130270968413,7.6027769301071455,0.004031017285981988
37.0,16.271186440677965,0.002301913027355153,7.602776924522609,0.004031017283651169
37.0,17.28813559322034,0.00230191302979751,7.602776871559623,0.004031017261150395
37.0,18.305084745762713,0.002301913051035853,7.60277641051214,0.00403101706113156
37.0,19.322033898305083,0.0023019132186745265,7.602772766978862,0.004031015440621716
37.0,20.338983050847457,0.0023019144038277295,7.602746976981561,0.004031003624831786
37.0,21.35593220338983,0.0023019217827529802,7.602586209457193,0.004030927305588839
37.0,22.3728813559322,0.0023019613454815465,7.601723270218179,0.004030499729389186
37.0,23.389830508474574,0.002302138002729933,7.597867689065947,0.004028486268662006
37.0,24.406779661016948,0.0023027610702569886,7.584287813377367,0.00402091732020797
37.0,25.423728813559322,0.002304383959023534,7.549142928041943,0.003999889229969715
37.0,26.440677966101696,0.0023073590214088735,7.485642768180486,0.003959951447632126
37.0,27.457627118644066,0.00231116596392292,7.406140253724805,0.00390929963448343
37.0,28.47457627118644,0.0023145686569731386,7.336710237875074,0.0038656190824884386
37.0,29.491525423728813,0.0023164883926415376,7.298204056805469,0.00384208017134291
37.0,30.508474576271183,0.0023164883926425632,7.298204056805396,0.0038420801713428903
37.0,31.525423728813557,0.0023145686569709784,7.336710237874946,0.003865619082488285
37.0,32.54237288135593,0.0023111659639230417,7.406140253724746,0.003909299634483338
37.0,33.559322033898304,0.0023073590214088757,7.485642768180478,0.003959951447632124
37.0,34.57627118644068,0.0023043839590237624,7.5491429280419675,0.003999889229969724
37.0,35.59322033898305,0.002302761070256989,7.584287813377376,0.0040209173202080005
37.0,36.610169491525426,0.002302138002730197,7.59786768906593,0.004028486268662015
37.0,37.62711864406779,0.0023019613454807407,7.601723270218127,0.0040304997293891635
37.0,38.644067796610166,0.00230192178275267,7.602586209457125,0.004030927305588781
37.0,39.66101694915254,0.0023019144038273934,7.602746976981509,0.004031003624831728
37.0,40.67796610169491,0.0023019132186747403,7.602772766978797,0.004031015440621671
37.0,41.69491525423729,0.0023019130510355096,7.602776410512096,0.004031017061131534
37.0,42.71186440677966,0.002301913029797476,7.602776871559592,0.004031017261150353
37.0,43.728813559322035,0.00230191302735414,7.602776924522601,0.0040310172836511195
37.0,44.7457627118644,0.0023019130270969545,7.6027769301071295,0.0040310172859819885
37.0,45.762711864406775,0.002301913027071677,7.602776930652561,0.004031017286206179
37.0,46.77966101694915,0.0023019130270695944,7.602776930702283,0.004031017286226383
37.0,47.79661016949152,0.002301913027069484,7.60277693070656,0.004031017286228143
37.0,48.813559322033896,0.0023019130270694656,7.602776930706914,0.004031017286228243
37.0,49.83050847457627,0.002301913027069437,7.602776930706911,0.004031017286228251
37.0,50.847457627118644,0.0023019130270692536,7.602776930706897,0.004031017286228221
37.0,51.86440677966102,0.002301913027069866,7.602776930706915,0.004031017286228254
37.0,52.88135593220339,0.002301913027069096,7.602776930706937,0.004031017286228287
37.0,53.89830508474576,0.0023019130270691534,7.6027769307069395,0.004031017286228262
37.0,54.91525423728813,0.0023019130270694873,7.60277693070693,0.004031017286228253
37.0,55.932203389830505,0.002301913027069188,7.602776930706917,0.004031017286228214
37.0,56.94915254237288,0.0023019130270695615,7.602776930706911,0.004031017286228263
